b1af2fcf-1a02-4200-8396-c4ea3ef673a0,True,90,"2021, 12, 05, 19, 49, 40"
f4453109-08ab-4dc8-a338-464bfd09531e,True,91,"2021, 12, 05, 19, 49, 40"
5633b572-3bd4-4349-81ab-99f2f507c3b5,False,90,"2021, 12, 05, 19, 49, 40"
9411de9f-1dae-495c-9286-e15d113bfb42,True,92,"2021, 12, 05, 19, 49, 40"
d07c4ba3-1252-4014-991c-7f5b2137b480,False,91,"2021, 12, 05, 19, 49, 40"
f9656780-ac1d-4ddc-a2b2-1da7898c1d14,True,93,"2021, 12, 05, 19, 49, 40"
4eb2a61e-7ef3-4a95-adfc-d65374088938,False,92,"2021, 12, 05, 19, 49, 40"
d2145544-817e-49cc-8ca4-75018416158f,True,94,"2021, 12, 05, 19, 49, 40"
9d551c34-3db5-4804-a41b-1ced83bf83c4,False,93,"2021, 12, 05, 19, 49, 40"
29bab746-c17c-4317-ba5f-2ae6d673d463,True,95,"2021, 12, 05, 19, 49, 40"
e31d7f2e-f4c5-46cd-a5cd-9743f1ca5a5c,False,94,"2021, 12, 05, 19, 49, 40"
a502c575-4382-47e3-8ac7-4bbff56dd215,True,96,"2021, 12, 05, 19, 49, 40"
b7bf8804-80c3-4de2-8ee6-1921178448be,False,95,"2021, 12, 05, 19, 49, 40"
c0c2660c-d88c-4e78-9b76-e6d6109a7d0f,True,97,"2021, 12, 05, 19, 49, 40"
7b7cf145-2349-41cf-8fe8-89d0fec36f43,False,96,"2021, 12, 05, 19, 49, 40"
37bda2b7-fbc1-4358-9537-8df4ab6b92b0,True,98,"2021, 12, 05, 19, 49, 40"
1118bb94-1f91-465f-841d-9b9624dff444,False,97,"2021, 12, 05, 19, 49, 40"
74ec9bee-07d9-4c8e-b613-bb66be64942b,True,99,"2021, 12, 05, 19, 49, 40"
26d92898-6112-447d-bc4d-b5f73b942552,False,98,"2021, 12, 05, 19, 49, 40"
c3c13d25-627b-467d-acfc-93d5aabf66ce,True,160,"2021, 12, 05, 19, 49, 40"
b38f0a05-0ea2-4571-a891-a08e9dddaf37,False,99,"2021, 12, 05, 19, 49, 40"
d2e7a1e3-2c6a-48aa-9265-94cd304783aa,True,161,"2021, 12, 05, 19, 49, 40"
fce41708-53bb-4b11-a687-3b1873a58a34,False,160,"2021, 12, 05, 19, 49, 40"
3618e62f-68c3-49df-afc3-9dfba0e0fd5b,True,162,"2021, 12, 05, 19, 49, 40"
203f25c3-3215-46fb-be35-ff6cbe6bccd9,False,161,"2021, 12, 05, 19, 49, 40"
74f4b0bc-3669-4f46-be50-b09f561202e2,True,163,"2021, 12, 05, 19, 49, 40"
bb3b4976-262c-4701-9ede-38b34f11c77a,False,162,"2021, 12, 05, 19, 49, 40"
96ec1772-569e-49a2-9ea8-a1c9cab691f3,True,164,"2021, 12, 05, 19, 49, 40"
53434fb9-06d4-4f04-b62f-43f7e0b3dd37,False,163,"2021, 12, 05, 19, 49, 40"
bfb05af8-46bc-483a-9ad5-60ec579845f3,True,165,"2021, 12, 05, 19, 49, 40"
52e5da4f-7b81-4d2a-b695-ea67526219ca,False,164,"2021, 12, 05, 19, 49, 40"
5bf85f67-9678-43f0-a8e1-88e868cf7084,True,166,"2021, 12, 05, 19, 49, 40"
643d6aa2-7435-49dc-aab1-2a81eb4e4352,False,165,"2021, 12, 05, 19, 49, 40"
83bf91be-32fb-403f-a84d-c13e354d1df3,True,167,"2021, 12, 05, 19, 49, 40"
98dc1ed0-1b16-421f-b351-1d81993c5e83,False,166,"2021, 12, 05, 19, 49, 40"
0bb8b136-2cfa-4040-a131-aa919d595253,True,168,"2021, 12, 05, 19, 49, 40"
0b53a581-902a-4712-b677-68cf4ac2e1fc,False,167,"2021, 12, 05, 19, 49, 40"
553b098e-0361-42f8-a730-b8ea49b55dfb,True,169,"2021, 12, 05, 19, 49, 40"
82859e09-cd58-4d9b-ba1c-d000a2e04d39,False,168,"2021, 12, 05, 19, 49, 40"
d0f3f547-a6e9-4615-877b-d4239dc22075,True,240,"2021, 12, 05, 19, 49, 40"
5b3b3645-6882-4267-8dd5-1dd5e5678ee6,False,169,"2021, 12, 05, 19, 49, 40"
b8dce029-b03f-4097-915d-c95e7bd99ef8,True,241,"2021, 12, 05, 19, 49, 40"
d79e5fa5-3c67-45af-a14a-c9018099d77c,True,242,"2021, 12, 05, 19, 49, 40"
