7a3a332f-9025-46a2-a23c-934cdaafc492,True,90,"2021, 12, 06, 14, 22, 42"
ec0b4840-8236-4692-80c8-d00d6f3651ba,True,90,"2021, 12, 06, 14, 22, 42"
8885e8c3-5040-466d-b3a2-e7c8f76199f3,False,90,"2021, 12, 06, 14, 22, 42"
a6867f08-7fda-4fe0-a600-d4816a32fde2,True,91,"2021, 12, 06, 14, 22, 42"
38daa4d2-90e2-4433-a955-1cf449083a40,False,90,"2021, 12, 06, 14, 22, 42"
09840309-2799-44fe-bccb-830561b78572,True,91,"2021, 12, 06, 14, 22, 42"
3d36f873-f8a6-417b-8ceb-f80a7654fb4a,False,91,"2021, 12, 06, 14, 22, 42"
baf87ad0-331e-4197-bd7e-038dcf0c08ac,True,92,"2021, 12, 06, 14, 22, 42"
9096ce39-e1b1-4ed1-b2cd-a534fbddfa37,False,91,"2021, 12, 06, 14, 22, 42"
74cc86ae-b9a1-40ec-bf8b-26346db31c97,True,92,"2021, 12, 06, 14, 22, 42"
d2ddc0f3-1d70-4f7a-9889-1ca37a39eb5f,False,92,"2021, 12, 06, 14, 22, 42"
66959dd6-40d5-4f0c-a482-fcb8a2977ec7,True,93,"2021, 12, 06, 14, 22, 42"
5d72b61f-445b-4fef-ae2e-75491db0c45f,False,92,"2021, 12, 06, 14, 22, 42"
81d3369e-29c4-41e5-aee8-580924b75a80,True,93,"2021, 12, 06, 14, 22, 42"
42014f71-369b-4e25-ab18-ed99991308df,False,93,"2021, 12, 06, 14, 22, 42"
5e7ab335-390c-45c4-96eb-56e758a8b877,True,94,"2021, 12, 06, 14, 22, 42"
0939a061-3c72-4134-80f0-164d1255401c,False,93,"2021, 12, 06, 14, 22, 42"
7b2cf526-2463-4cad-be09-e1c3d7509cad,True,94,"2021, 12, 06, 14, 22, 42"
b4ce17cb-f2d5-42f6-975e-e1296e1c55b7,False,94,"2021, 12, 06, 14, 22, 42"
5c35cc0f-bc2d-4815-b48a-37644c8f911b,True,95,"2021, 12, 06, 14, 22, 42"
09cd17db-fda4-4db4-899f-0c771ef5bc6d,False,94,"2021, 12, 06, 14, 22, 42"
31a59f39-058c-4790-bf6e-bd5cfd1d7915,True,95,"2021, 12, 06, 14, 22, 42"
